preproduction payer_id,payer_name,payer_country,payer_service,payer_currency,transaction_type
263,Pt. Bank Jatim,Indonesia,BankAccount,IDR,B2B
291,Pt Bank Maspion Indonesia,Indonesia,BankAccount,IDR,B2B
291,Pt Bank Maspion Indonesia,Indonesia,BankAccount,IDR,C2C
291,Pt Bank Maspion Indonesia,Indonesia,BankAccount,IDR,B2C
258,Pt. Bank Mayapada International Tbk,Indonesia,BankAccount,IDR,B2C
258,Pt. Bank Mayapada International Tbk,Indonesia,BankAccount,IDR,C2C
258,Pt. Bank Mayapada International Tbk,Indonesia,BankAccount,IDR,B2B
325,Pt. Bank Mayora,Indonesia,BankAccount,IDR,B2B
325,Pt. Bank Mayora,Indonesia,BankAccount,IDR,B2C
325,Pt. Bank Mayora,Indonesia,BankAccount,IDR,C2C
226,Pt Bank Ocbc Nisp Tbk,Indonesia,BankAccount,IDR,B2C
226,Pt Bank Ocbc Nisp Tbk,Indonesia,BankAccount,IDR,B2B
226,Pt Bank Ocbc Nisp Tbk,Indonesia,BankAccount,IDR,C2C
219,Pt Bank Permata Tbk,Indonesia,BankAccount,IDR,C2C
219,Pt Bank Permata Tbk,Indonesia,BankAccount,IDR,B2C
219,Pt Bank Permata Tbk,Indonesia,BankAccount,IDR,B2B
266,Pt. Bank Sumut,Indonesia,BankAccount,IDR,B2B
266,Pt. Bank Sumut,Indonesia,BankAccount,IDR,C2C
266,Pt. Bank Sumut,Indonesia,BankAccount,IDR,B2C
244,PT Bank UOB Indonesia,Indonesia,BankAccount,IDR,C2C
244,PT Bank UOB Indonesia,Indonesia,BankAccount,IDR,B2C
244,PT Bank UOB Indonesia,Indonesia,BankAccount,IDR,B2B
329,Pt. Bank Victoria Internasional Tbk,Indonesia,BankAccount,IDR,C2C
329,Pt. Bank Victoria Internasional Tbk,Indonesia,BankAccount,IDR,B2C
329,Pt. Bank Victoria Internasional Tbk,Indonesia,BankAccount,IDR,B2B
240,Standard Chartered Bank,Indonesia,BankAccount,IDR,B2C
240,Standard Chartered Bank,Indonesia,BankAccount,IDR,B2B
240,Standard Chartered Bank,Indonesia,BankAccount,IDR,C2C
2001,All Banks Ireland / EUR / Payment System: SEPA,Ireland,BankAccount,EUR,C2C
2000,All Banks Italy / EUR / Payment System: SEPA,Italy,BankAccount,EUR,C2C
1989,All Banks Latvia / EUR / Payment System: SEPA,Latvia,BankAccount,EUR,C2C
2833,All Banks Liechtenstein / EUR / Payment System: SEPA,Liechtenstein,BankAccount,EUR,C2C
1999,All Banks Lithuania / EUR / Payment System: SEPA,Lithuania,BankAccount,EUR,C2C
1998,All Banks Luxembourg / EUR / Payment System: SEPA,Luxembourg,BankAccount,EUR,C2C
405,Airtel Money,Malawi,MobileWallet,MWK,C2C
2133,ABRAR DISCOUNT BERHAD,Malaysia,BankAccount,MYR,B2C
2133,ABRAR DISCOUNT BERHAD,Malaysia,BankAccount,MYR,B2B
2133,ABRAR DISCOUNT BERHAD,Malaysia,BankAccount,MYR,C2C
991,Affin Bank Berhad,Malaysia,BankAccount,MYR,B2C
991,Affin Bank Berhad,Malaysia,BankAccount,MYR,B2B
991,Affin Bank Berhad,Malaysia,BankAccount,MYR,C2C
2122,AFFIN INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,B2B
2122,AFFIN INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,B2C
2122,AFFIN INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,C2C
2140,AFFIN ISLAMIC BANK BERHAD,Malaysia,BankAccount,MYR,C2C
2140,AFFIN ISLAMIC BANK BERHAD,Malaysia,BankAccount,MYR,B2B
2140,AFFIN ISLAMIC BANK BERHAD,Malaysia,BankAccount,MYR,B2C
2030,AGROBANK ISLAMIC,Malaysia,BankAccount,MYR,B2C
2030,AGROBANK ISLAMIC,Malaysia,BankAccount,MYR,B2B
2030,AGROBANK ISLAMIC,Malaysia,BankAccount,MYR,C2C
992,Alliance Bank Malaysia Berhad,Malaysia,BankAccount,MYR,B2C
992,Alliance Bank Malaysia Berhad,Malaysia,BankAccount,MYR,C2C
992,Alliance Bank Malaysia Berhad,Malaysia,BankAccount,MYR,B2B
2123,ALLIANCE INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,C2C
2123,ALLIANCE INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,B2B
2123,ALLIANCE INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,B2C
2139,ALLIANCE ISLAMIC BANK BERHAD,Malaysia,BankAccount,MYR,B2C
2139,ALLIANCE ISLAMIC BANK BERHAD,Malaysia,BankAccount,MYR,B2B
2139,ALLIANCE ISLAMIC BANK BERHAD,Malaysia,BankAccount,MYR,C2C
2032,AL RAJHI BANKING AND INVESTMENT CORPORATION (MALAYSIA) BHD,Malaysia,BankAccount,MYR,B2B
2032,AL RAJHI BANKING AND INVESTMENT CORPORATION (MALAYSIA) BHD,Malaysia,BankAccount,MYR,C2C
2032,AL RAJHI BANKING AND INVESTMENT CORPORATION (MALAYSIA) BHD,Malaysia,BankAccount,MYR,B2C
993,AmBank (M) Berhad,Malaysia,BankAccount,MYR,B2C
993,AmBank (M) Berhad,Malaysia,BankAccount,MYR,B2B
993,AmBank (M) Berhad,Malaysia,BankAccount,MYR,C2C
2124,AMINVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,B2B
2124,AMINVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,C2C
2124,AMINVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,B2C
2113,AMISLAMIC BANK BERHAD,Malaysia,BankAccount,MYR,C2C
2113,AMISLAMIC BANK BERHAD,Malaysia,BankAccount,MYR,B2C
2113,AMISLAMIC BANK BERHAD,Malaysia,BankAccount,MYR,B2B
2137,ASIAN FINANCE BANK BERHAD,Malaysia,BankAccount,MYR,B2B
2137,ASIAN FINANCE BANK BERHAD,Malaysia,BankAccount,MYR,B2C
2137,ASIAN FINANCE BANK BERHAD,Malaysia,BankAccount,MYR,C2C
2115,BANGKOK BANK BERHAD,Malaysia,BankAccount,MYR,C2C
2115,BANGKOK BANK BERHAD,Malaysia,BankAccount,MYR,B2C
2115,BANGKOK BANK BERHAD,Malaysia,BankAccount,MYR,B2B
2035,BANK ISLAM MALAYSIA BERHAD,Malaysia,BankAccount,MYR,B2B
2035,BANK ISLAM MALAYSIA BERHAD,Malaysia,BankAccount,MYR,B2C
2035,BANK ISLAM MALAYSIA BERHAD,Malaysia,BankAccount,MYR,C2C
2036,BANK KERJASAMA RAKYAT MALAYSIA BERHAD (BANK RAKYAT),Malaysia,BankAccount,MYR,B2C
2036,BANK KERJASAMA RAKYAT MALAYSIA BERHAD (BANK RAKYAT),Malaysia,BankAccount,MYR,C2C
2036,BANK KERJASAMA RAKYAT MALAYSIA BERHAD (BANK RAKYAT),Malaysia,BankAccount,MYR,B2B
2037,BANK MUAMALAT MALAYSIA BERHAD (6175-W),Malaysia,BankAccount,MYR,B2C
2037,BANK MUAMALAT MALAYSIA BERHAD (6175-W),Malaysia,BankAccount,MYR,C2C
2037,BANK MUAMALAT MALAYSIA BERHAD (6175-W),Malaysia,BankAccount,MYR,B2B
2038,"BANK OF AMERICA, MALAYSIA BERHAD",Malaysia,BankAccount,MYR,B2C
2038,"BANK OF AMERICA, MALAYSIA BERHAD",Malaysia,BankAccount,MYR,C2C
2038,"BANK OF AMERICA, MALAYSIA BERHAD",Malaysia,BankAccount,MYR,B2B
2039,BANK OF CHINA (MALAYSIA) BERHAD,Malaysia,BankAccount,MYR,C2C
2039,BANK OF CHINA (MALAYSIA) BERHAD,Malaysia,BankAccount,MYR,B2C
2039,BANK OF CHINA (MALAYSIA) BERHAD,Malaysia,BankAccount,MYR,B2B
2040,BANK OF NOVA SCOTIA BERHAD,Malaysia,BankAccount,MYR,B2B
2040,BANK OF NOVA SCOTIA BERHAD,Malaysia,BankAccount,MYR,C2C
2040,BANK OF NOVA SCOTIA BERHAD,Malaysia,BankAccount,MYR,B2C
2041,BANK OF TOKYO-MITSUBISHI UFJ (MALAYSIA) BERHAD,Malaysia,BankAccount,MYR,B2C
2041,BANK OF TOKYO-MITSUBISHI UFJ (MALAYSIA) BERHAD,Malaysia,BankAccount,MYR,B2B
2041,BANK OF TOKYO-MITSUBISHI UFJ (MALAYSIA) BERHAD,Malaysia,BankAccount,MYR,C2C
2141,BANK PEMBANGUNAN (M) BHD,Malaysia,BankAccount,MYR,B2B
2141,BANK PEMBANGUNAN (M) BHD,Malaysia,BankAccount,MYR,C2C
2141,BANK PEMBANGUNAN (M) BHD,Malaysia,BankAccount,MYR,B2C
2042,BANK PERTANIAN MALAYSIA BERHAD - RENTAS SPI,Malaysia,BankAccount,MYR,B2C
2042,BANK PERTANIAN MALAYSIA BERHAD - RENTAS SPI,Malaysia,BankAccount,MYR,C2C
2042,BANK PERTANIAN MALAYSIA BERHAD - RENTAS SPI,Malaysia,BankAccount,MYR,B2B
2043,BANK SIMPANAN NASIONAL,Malaysia,BankAccount,MYR,B2B
2043,BANK SIMPANAN NASIONAL,Malaysia,BankAccount,MYR,C2C
2043,BANK SIMPANAN NASIONAL,Malaysia,BankAccount,MYR,B2C
2044,BNP PARIBAS MALAYSIA BERHAD,Malaysia,BankAccount,MYR,B2C
2044,BNP PARIBAS MALAYSIA BERHAD,Malaysia,BankAccount,MYR,B2B
2044,BNP PARIBAS MALAYSIA BERHAD,Malaysia,BankAccount,MYR,C2C
2134,CAGAMAS SDN BHD,Malaysia,BankAccount,MYR,B2C
2134,CAGAMAS SDN BHD,Malaysia,BankAccount,MYR,B2B
2134,CAGAMAS SDN BHD,Malaysia,BankAccount,MYR,C2C
994,CIMB Bank Berhad,Malaysia,BankAccount,MYR,C2C
994,CIMB Bank Berhad,Malaysia,BankAccount,MYR,B2C
994,CIMB Bank Berhad,Malaysia,BankAccount,MYR,B2B
2125,CIMB INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,B2B
2125,CIMB INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,B2C
2125,CIMB INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,C2C
2105,CIMB ISLAMIC BANK BERHAD,Malaysia,BankAccount,MYR,B2C
2105,CIMB ISLAMIC BANK BERHAD,Malaysia,BankAccount,MYR,B2B
2105,CIMB ISLAMIC BANK BERHAD,Malaysia,BankAccount,MYR,C2C
986,Citibank Berhad,Malaysia,BankAccount,MYR,B2B
986,Citibank Berhad,Malaysia,BankAccount,MYR,B2C
986,Citibank Berhad,Malaysia,BankAccount,MYR,C2C
2047,DEUTSCHE BANK (MALAYSIA) BERHAD,Malaysia,BankAccount,MYR,C2C
2047,DEUTSCHE BANK (MALAYSIA) BERHAD,Malaysia,BankAccount,MYR,B2C
2047,DEUTSCHE BANK (MALAYSIA) BERHAD,Malaysia,BankAccount,MYR,B2B
2135,ECM LIBRA AVENUE SEC,Malaysia,BankAccount,MYR,C2C
2135,ECM LIBRA AVENUE SEC,Malaysia,BankAccount,MYR,B2C
2135,ECM LIBRA AVENUE SEC,Malaysia,BankAccount,MYR,B2B
2117,EON BANK BERHAD,Malaysia,BankAccount,MYR,B2B
2117,EON BANK BERHAD,Malaysia,BankAccount,MYR,C2C
2117,EON BANK BERHAD,Malaysia,BankAccount,MYR,B2C
2119,EXPORT IMPORT BANK BERHAD,Malaysia,BankAccount,MYR,B2C
2119,EXPORT IMPORT BANK BERHAD,Malaysia,BankAccount,MYR,B2B
2119,EXPORT IMPORT BANK BERHAD,Malaysia,BankAccount,MYR,C2C
995,Hong Leong Bank Berhad,Malaysia,BankAccount,MYR,B2C
995,Hong Leong Bank Berhad,Malaysia,BankAccount,MYR,B2B
995,Hong Leong Bank Berhad,Malaysia,BankAccount,MYR,C2C
2128,HONG LEONG INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,C2C
2128,HONG LEONG INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,B2C
2128,HONG LEONG INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,B2B
2106,HONG LEONG ISLAMIC BANK BERHAD,Malaysia,BankAccount,MYR,B2C
2106,HONG LEONG ISLAMIC BANK BERHAD,Malaysia,BankAccount,MYR,C2C
2106,HONG LEONG ISLAMIC BANK BERHAD,Malaysia,BankAccount,MYR,B2B
987,HSBC Bank Malaysia Berhad,Malaysia,BankAccount,MYR,B2C
987,HSBC Bank Malaysia Berhad,Malaysia,BankAccount,MYR,C2C
987,HSBC Bank Malaysia Berhad,Malaysia,BankAccount,MYR,B2B
2129,HWANG DBS INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,B2B
2129,HWANG DBS INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,B2C
2129,HWANG DBS INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,C2C
2121,INDIA INTERNATIONAL BANK (MALAYSIA) BERHAD,Malaysia,BankAccount,MYR,B2B
2121,INDIA INTERNATIONAL BANK (MALAYSIA) BERHAD,Malaysia,BankAccount,MYR,C2C
2121,INDIA INTERNATIONAL BANK (MALAYSIA) BERHAD,Malaysia,BankAccount,MYR,B2C
2050,INDUSTRIAL AND COMMERCIAL BANK OF CHINA (MALAYSIA) BERHAD,Malaysia,BankAccount,MYR,C2C
2050,INDUSTRIAL AND COMMERCIAL BANK OF CHINA (MALAYSIA) BERHAD,Malaysia,BankAccount,MYR,B2C
2050,INDUSTRIAL AND COMMERCIAL BANK OF CHINA (MALAYSIA) BERHAD,Malaysia,BankAccount,MYR,B2B
2051,"JP MORGAN CHASE BANK, NA LABUAN BRANCH",Malaysia,BankAccount,MYR,C2C
2051,"JP MORGAN CHASE BANK, NA LABUAN BRANCH",Malaysia,BankAccount,MYR,B2C
2051,"JP MORGAN CHASE BANK, NA LABUAN BRANCH",Malaysia,BankAccount,MYR,B2B
2132,KAF INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,B2B
2132,KAF INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,B2C
2132,KAF INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,C2C
2130,KENANGA INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,C2C
2130,KENANGA INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,B2C
2130,KENANGA INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,B2B
2136,KUMPULAN WANG SIMPANAN PEKERJA,Malaysia,BankAccount,MYR,B2C
2136,KUMPULAN WANG SIMPANAN PEKERJA,Malaysia,BankAccount,MYR,B2B
2136,KUMPULAN WANG SIMPANAN PEKERJA,Malaysia,BankAccount,MYR,C2C
2052,KUWAIT FINANCE HOUSE (MALAYSIA) BERHAD,Malaysia,BankAccount,MYR,C2C
2052,KUWAIT FINANCE HOUSE (MALAYSIA) BERHAD,Malaysia,BankAccount,MYR,B2C
2052,KUWAIT FINANCE HOUSE (MALAYSIA) BERHAD,Malaysia,BankAccount,MYR,B2B
996,Malayan Banking Berhad,Malaysia,BankAccount,MYR,B2B
996,Malayan Banking Berhad,Malaysia,BankAccount,MYR,C2C
996,Malayan Banking Berhad,Malaysia,BankAccount,MYR,B2C
2118,MALAYSIAN ELECTRONIC PAYMENT SYSTEM SYSTEM SDN BHD,Malaysia,BankAccount,MYR,B2B
2118,MALAYSIAN ELECTRONIC PAYMENT SYSTEM SYSTEM SDN BHD,Malaysia,BankAccount,MYR,B2C
2118,MALAYSIAN ELECTRONIC PAYMENT SYSTEM SYSTEM SDN BHD,Malaysia,BankAccount,MYR,C2C
2110,MAYBANK INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,B2B
2110,MAYBANK INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,B2C
2110,MAYBANK INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,C2C
2107,MAYBANK ISLAMIC BERHAD,Malaysia,BankAccount,MYR,B2B
2107,MAYBANK ISLAMIC BERHAD,Malaysia,BankAccount,MYR,C2C
2107,MAYBANK ISLAMIC BERHAD,Malaysia,BankAccount,MYR,B2C
2111,MIDF AMANAH INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,B2C
2111,MIDF AMANAH INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,B2B
2111,MIDF AMANAH INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,C2C
2131,MIMB INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,C2C
2131,MIMB INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,B2B
2131,MIMB INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,B2C
2054,MIZUHO BANK (MALAYSIA) BERHAD,Malaysia,BankAccount,MYR,C2C
2054,MIZUHO BANK (MALAYSIA) BERHAD,Malaysia,BankAccount,MYR,B2C
2054,MIZUHO BANK (MALAYSIA) BERHAD,Malaysia,BankAccount,MYR,B2B
2138,MIZUHO CORPORATE BANK (MALAYSIA) BERHAD,Malaysia,BankAccount,MYR,B2B
2138,MIZUHO CORPORATE BANK (MALAYSIA) BERHAD,Malaysia,BankAccount,MYR,C2C
2138,MIZUHO CORPORATE BANK (MALAYSIA) BERHAD,Malaysia,BankAccount,MYR,B2C
2104,OCBC AL-AMIN BANK BERHAD,Malaysia,BankAccount,MYR,B2B
2104,OCBC AL-AMIN BANK BERHAD,Malaysia,BankAccount,MYR,B2C
2104,OCBC AL-AMIN BANK BERHAD,Malaysia,BankAccount,MYR,C2C
988,OCBC Bank Berhad,Malaysia,BankAccount,MYR,B2B
988,OCBC Bank Berhad,Malaysia,BankAccount,MYR,C2C
2112,OSK INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,B2B
2112,OSK INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,C2C
2112,OSK INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,B2C
997,Public Bank Berhad,Malaysia,BankAccount,MYR,C2C
997,Public Bank Berhad,Malaysia,BankAccount,MYR,B2C
997,Public Bank Berhad,Malaysia,BankAccount,MYR,B2B
2126,PUBLIC INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,B2B
2126,PUBLIC INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,C2C
2126,PUBLIC INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,B2C
2108,PUBLIC ISLAMIC BANK BERHAD,Malaysia,BankAccount,MYR,B2C
2108,PUBLIC ISLAMIC BANK BERHAD,Malaysia,BankAccount,MYR,B2B
2108,PUBLIC ISLAMIC BANK BERHAD,Malaysia,BankAccount,MYR,C2C
998,RHB Bank Berhad,Malaysia,BankAccount,MYR,B2B
998,RHB Bank Berhad,Malaysia,BankAccount,MYR,B2C
998,RHB Bank Berhad,Malaysia,BankAccount,MYR,C2C
2127,RHB INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,C2C
2127,RHB INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,B2C
2127,RHB INVESTMENT BANK BERHAD,Malaysia,BankAccount,MYR,B2B
2109,RHB ISLAMIC BANK BERHAD,Malaysia,BankAccount,MYR,B2C
2109,RHB ISLAMIC BANK BERHAD,Malaysia,BankAccount,MYR,B2B
2109,RHB ISLAMIC BANK BERHAD,Malaysia,BankAccount,MYR,C2C
2103,SME BANK,Malaysia,BankAccount,MYR,B2B
2103,SME BANK,Malaysia,BankAccount,MYR,C2C
2103,SME BANK,Malaysia,BankAccount,MYR,B2C
989,Standard Chartered Bank Malaysia Berhad,Malaysia,BankAccount,MYR,C2C
989,Standard Chartered Bank Malaysia Berhad,Malaysia,BankAccount,MYR,B2C
989,Standard Chartered Bank Malaysia Berhad,Malaysia,BankAccount,MYR,B2B
2114,STANDARD CHARTERED SAADIQ BERHAD,Malaysia,BankAccount,MYR,C2C
2114,STANDARD CHARTERED SAADIQ BERHAD,Malaysia,BankAccount,MYR,B2B
2114,STANDARD CHARTERED SAADIQ BERHAD,Malaysia,BankAccount,MYR,B2C
2120,SUMITOMO MITSUI BANK BERHAD,Malaysia,BankAccount,MYR,C2C
2120,SUMITOMO MITSUI BANK BERHAD,Malaysia,BankAccount,MYR,B2C
2120,SUMITOMO MITSUI BANK BERHAD,Malaysia,BankAccount,MYR,B2B
2059,SUMITOMO MITSUI BANKING CORPORATION MALAYSIA BERHAD,Malaysia,BankAccount,MYR,B2C
2059,SUMITOMO MITSUI BANKING CORPORATION MALAYSIA BERHAD,Malaysia,BankAccount,MYR,B2B
2059,SUMITOMO MITSUI BANKING CORPORATION MALAYSIA BERHAD,Malaysia,BankAccount,MYR,C2C
2116,THE BANK OF NOVA SCOTIA BERHAD,Malaysia,BankAccount,MYR,B2B
2116,THE BANK OF NOVA SCOTIA BERHAD,Malaysia,BankAccount,MYR,C2C
2116,THE BANK OF NOVA SCOTIA BERHAD,Malaysia,BankAccount,MYR,B2C
2060,THE ROYAL BANK OF SCOTLAND BERHAD (301932-A),Malaysia,BankAccount,MYR,B2B
2060,THE ROYAL BANK OF SCOTLAND BERHAD (301932-A),Malaysia,BankAccount,MYR,B2C
2060,THE ROYAL BANK OF SCOTLAND BERHAD (301932-A),Malaysia,BankAccount,MYR,C2C
990,United Overseas Bank Berhad,Malaysia,BankAccount,MYR,C2C
990,United Overseas Bank Berhad,Malaysia,BankAccount,MYR,B2B
1997,All Banks Malta / EUR / Payment System: SEPA,Malta,BankAccount,EUR,C2C
1996,All Banks Monaco / EUR / Payment System: SEPA,Monaco,BankAccount,EUR,C2C
1995,All Banks Netherlands / EUR / Payment System: SEPA,Netherlands,BankAccount,EUR,C2C
26,Access Bank PLC,Nigeria,BankAccount,NGN,B2C
26,Access Bank PLC,Nigeria,BankAccount,NGN,C2C
26,Access Bank PLC,Nigeria,BankAccount,NGN,B2B
28,First Bank Of Nigeria PLC,Nigeria,BankAccount,NGN,B2B
28,First Bank Of Nigeria PLC,Nigeria,BankAccount,NGN,C2C
25,Guaranty Trust Bank PLC,Nigeria,BankAccount,NGN,C2C
20,Polaris Bank PLC,Nigeria,BankAccount,NGN,C2C
2575,Access Mobile,Nigeria,MobileWallet,NGN,C2C
2563,Eartholeum,Nigeria,MobileWallet,NGN,C2C
2580,Ecobank Xpress Account,Nigeria,MobileWallet,NGN,C2C
2557,EcoMobile,Nigeria,MobileWallet,NGN,C2C
2571,eTranzact,Nigeria,MobileWallet,NGN,C2C
2579,FBN Mobile,Nigeria,MobileWallet,NGN,C2C
2573,FCMB EASY MOBILE,Nigeria,MobileWallet,NGN,C2C
2572,FET,Nigeria,MobileWallet,NGN,C2C
2565,Fidelity Mobile,Nigeria,MobileWallet,NGN,C2C
2567,Fortis Mobile,Nigeria,MobileWallet,NGN,C2C
2562,GoMoney,Nigeria,MobileWallet,NGN,C2C
2577,GT Mobile,Nigeria,MobileWallet,NGN,C2C
2566,Hedonmark,Nigeria,MobileWallet,NGN,C2C
2558,Innovectives Kesh,Nigeria,MobileWallet,NGN,C2C
2568,Kegow,Nigeria,MobileWallet,NGN,C2C
2569,Mkudi,Nigeria,MobileWallet,NGN,C2C
2564,MoneyBox,Nigeria,MobileWallet,NGN,C2C
2556,NowNow,Nigeria,MobileWallet,NGN,C2C
2559,One Finance,Nigeria,MobileWallet,NGN,C2C
80,Paga Wallet,Nigeria,MobileWallet,NGN,C2C
2578,Parkway - ReadyCash,Nigeria,MobileWallet,NGN,C2C
2581,Paycom (OPay),Nigeria,MobileWallet,NGN,C2C
2582,Stanbic Mobile Money,Nigeria,MobileWallet,NGN,C2C
2561,TagPay,Nigeria,MobileWallet,NGN,C2C
2570,TeasyMobile,Nigeria,MobileWallet,NGN,C2C
2574,Tingg,Nigeria,MobileWallet,NGN,C2C
34,VCash,Nigeria,MobileWallet,NGN,C2C
2576,Zenith Mobile,Nigeria,MobileWallet,NGN,C2C
2560,Zinternet,Nigeria,MobileWallet,NGN,C2C
2834,All Banks Norway / EUR / Payment System: SEPA,Norway,BankAccount,EUR,C2C
2835,All Banks Poland / EUR / Payment System: SEPA,Poland,BankAccount,EUR,C2C
1994,All Banks Portugal / EUR / Payment System: SEPA,Portugal,BankAccount,EUR,C2C
2836,All Banks Romania / EUR / Payment System: SEPA,Romania,BankAccount,EUR,C2C
2854,AB Bank,Rwanda,BankAccount,RWF,C2C
2855,Access Bank,Rwanda,BankAccount,RWF,C2C
2856,Agaseke,Rwanda,BankAccount,RWF,C2C
2857,Bank Of Kigali,Rwanda,BankAccount,RWF,C2C
2858,Banque Populaire Du Rwanda,Rwanda,BankAccount,RWF,C2C
2859,Cogebank,Rwanda,BankAccount,RWF,C2C
2860,Crane Bank Rwanda,Rwanda,BankAccount,RWF,C2C
2861,Ecobank,Rwanda,BankAccount,RWF,C2C
2862,Equity Bank Rwanda Ltd,Rwanda,BankAccount,RWF,C2C
2863,Fina Bank,Rwanda,BankAccount,RWF,C2C
2864,Guarantee Trust Bank (Rwanda) Ltd,Rwanda,BankAccount,RWF,C2C
2865,I & M Bank,Rwanda,BankAccount,RWF,C2C
2866,KCB Rwanda,Rwanda,BankAccount,RWF,C2C
2867,National Bank Of Rwanda,Rwanda,BankAccount,RWF,C2C
2868,Paramount Universal Bank Limited,Rwanda,BankAccount,RWF,C2C
2869,Umwalimu Sacco,Rwanda,BankAccount,RWF,C2C
2870,Unguka Bank,Rwanda,BankAccount,RWF,C2C
2871,Urwego Opportunity Bank,Rwanda,BankAccount,RWF,C2C
2872,Zigama CSS,Rwanda,BankAccount,RWF,C2C
2909,Airtel Money,Rwanda,MobileWallet,RWF,C2C
2286,MTN Mobile Money,Rwanda,MobileWallet,RWF,C2C
1993,All Banks San Marino / EUR / Payment System: SEPA,San Marino,BankAccount,EUR,C2C
1449,Major Banks Senegal,Senegal,BankAccount,XOF,B2B
787,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,Singapore,BankAccount,SGD,C2C
798,BANK OF CHINA LIMITED,Singapore,BankAccount,SGD,C2C
804,"BANK OF TOKYO-MITSUBISHI UFJ, LTD., THE",Singapore,BankAccount,SGD,C2C
807,BNP PARIBAS - SINGAPORE BRANCH,Singapore,BankAccount,SGD,C2C
823,CIMB BANK BERHAD,Singapore,BankAccount,SGD,C2C
825,"CITIBANK,N.A.",Singapore,BankAccount,SGD,C2C
824,CITIBANK SINGAPORE LTD,Singapore,BankAccount,SGD,C2C
840,DBS BANK LTD.,Singapore,BankAccount,SGD,C2C
843,DEUTSCHE BANK AG,Singapore,BankAccount,SGD,C2C
870,"HL BANK, SINGAPORE",Singapore,BankAccount,SGD,C2C
878,ICICI BANK LIMITED,Singapore,BankAccount,SGD,C2C
881,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,Singapore,BankAccount,SGD,C2C
893,OVERSEA-CHINESE BANKING CORPORATION LIMITED,Singapore,BankAccount,SGD,C2C
902,RHB BANK BERHAD,Singapore,BankAccount,SGD,C2B
902,RHB BANK BERHAD,Singapore,BankAccount,SGD,B2B
902,RHB BANK BERHAD,Singapore,BankAccount,SGD,C2C
919,STANDARD CHARTERED BANK LIMITED,Singapore,BankAccount,SGD,C2C
922,SUMITOMO MITSUI BANKING CORPORATION,Singapore,BankAccount,SGD,C2C
946,UNITED OVERSEAS BANK LIMITED,Singapore,BankAccount,SGD,C2C
2080,Dummy - USD Rate ( Special ),Singapore,BankAccount,USD,C2C
1992,All Banks Slovakia / EUR / Payment System: SEPA,Slovakia,BankAccount,EUR,C2C
1991,All Banks Slovenia / EUR / Payment System: SEPA,Slovenia,BankAccount,EUR,C2C
2016,eDahab,Somalia,MobileWallet,USD,C2C
1990,All Banks Spain / EUR / Payment System: SEPA,Spain,BankAccount,EUR,C2C
2837,All Banks Sweden / EUR / Payment System: SEPA,Sweden,BankAccount,EUR,C2C
