ID,Work Item Type,Title,State,Area Path,Iteration Path,Tags
"1128","Task","Provide Pull Signature & Photo APIs","Done","Branch Digitization","Branch Digitization\Branch Digitization DAA",
"1174","Task","Provide API to send data to Finacle and create CIF by ID","Done","Branch Digitization","Branch Digitization\Sprint 2",
"1169","Task","Provide IPRS Check API","Done","Branch Digitization","Branch Digitization\Sprint 2",
